Date,Time,odo mi,Duration,dist mi,elv ft,Energy,Gids,SGids,EGids,AHr,SOH,Hx,SHVolt,EHVolt,Drive,Regen,Charge,L1/L2,QC
12/01/2016,19:05:05,38534.3,01:00:17,29.2,0,10273,134,231,97,55.990,85%,71.45,0.00,0.00,10273,-666,0,2287,67
12/01/2016,20:09:21,38563.5,03:35:36,0.0,0,-10278,-135,95,230,56.029,85%,71.45,369.50,369.50,10273,0,-10278,2288,67
12/02/2016,5:45:05,38563.5,00:24:55,0.0,0,214,2,230,228,56.029,85%,71.45,392.50,392.50,10273,0,-10064,2289,67
12/02/2016,6:25:53,38563.5,00:13:15,9.3,0,3244,44,228,184,56.029,85%,71.49,392.50,392.50,3244,-248,-10064,2289,67
12/02/2016,15:38:08,38572.8,00:16:34,9.9,0,3887,51,184,133,56.042,85%,71.49,384.00,384.00,3887,-270,-10064,2289,67
12/02/2016,16:52:57,38582.8,00:14:38,6.2,0,2173,28,170,142,56.042,85%,71.50,384.00,384.00,2173,-311,0,2290,67
12/02/2016,17:58:40,38589.0,01:00:45,19.9,0,7298,93,142,49,56.049,85%,71.45,379.50,379.50,7298,-758,0,2290,67
12/02/2016,19:01:43,38608.9,04:37:00,0.0,0,-14447,-187,48,235,56.029,85%,71.45,360.00,360.00,7298,0,-14447,2291,67
12/03/2016,9:41:29,38608.9,00:13:39,7.5,0,3217,40,234,194,56.029,85%,71.45,392.50,392.50,3217,-142,-14447,2291,67
12/03/2016,10:05:38,38616.3,00:03:41,1.2,0,531,7,193,186,56.029,85%,71.45,384.00,384.00,531,-12,-14447,2291,67
12/03/2016,10:16:04,38617.6,00:12:20,7.5,0,2883,38,185,147,56.029,85%,71.48,383.50,383.50,2883,-311,-14447,2291,67
12/04/2016,13:27:26,38625.0,00:46:02,23.6,0,6135,81,233,152,56.042,85%,71.48,384.00,384.00,6135,-846,0,2295,67
12/04/2016,14:55:39,38648.7,00:03:56,0.6,0,178,0,151,151,56.042,85%,71.48,380.00,380.00,178,-32,0,2295,67
12/04/2016,17:02:32,38649.3,00:01:57,0.6,0,211,1,150,149,56.042,85%,71.48,384.00,384.00,211,-22,0,2295,67
12/04/2016,17:19:21,38649.9,00:27:10,22.4,0,7802,105,148,43,56.042,85%,71.48,384.00,384.00,7802,-557,0,2295,67
12/05/2016,6:24:05,38672.3,00:14:46,9.3,0,3619,47,228,181,56.042,85%,71.48,384.00,384.00,3619,-143,0,2297,67
12/05/2016,15:10:32,38681.6,00:15:01,9.9,0,3084,41,180,139,56.042,85%,71.48,379.50,379.50,3084,-500,0,2297,67
12/05/2016,15:26:10,38691.5,01:18:52,0.0,0,-3599,-49,137,186,56.042,85%,71.48,374.50,374.50,3084,0,-3599,2298,67
12/05/2016,16:45:32,38691.5,00:22:50,15.5,0,5213,66,185,119,56.042,85%,71.52,385.00,385.00,5213,-353,-3599,2298,67
12/05/2016,18:09:08,38707.1,00:28:33,16.8,0,5468,72,118,46,56.055,85%,71.52,376.00,376.00,5468,-472,-3599,2298,67
12/06/2016,13:01:54,38743.1,00:16:29,9.3,0,2079,26,171,145,56.055,85%,71.52,376.00,376.00,2079,-446,0,2305,67
12/07/2016,17:41:00,38792.8,02:25:14,0.0,0,-5107,-21,157,178,56.055,85%,71.52,376.00,376.00,0,0,-5115,2316,67
12/08/2016,6:22:30,38792.8,00:14:16,9.9,0,3373,44,226,182,56.055,85%,71.52,376.00,376.00,3373,-155,0,2317,67
12/08/2016,16:46:15,38802.8,00:13:14,9.3,0,3839,50,181,131,56.055,85%,71.52,376.00,376.00,3839,-272,0,2317,67
12/09/2016,6:28:45,38812.1,00:21:25,9.9,0,3484,45,224,179,56.055,85%,71.52,376.00,376.00,3484,-140,0,2319,67
12/09/2016,16:03:23,38822.0,00:16:28,9.3,0,3880,49,178,129,56.055,85%,71.52,376.00,376.00,3880,-311,0,2319,67
12/09/2016,18:27:40,38831.3,00:42:50,19.3,0,6352,80,200,120,56.055,85%,71.52,376.00,376.00,6352,-474,0,2320,67
12/09/2016,20:13:28,38850.6,00:40:03,18.6,0,6410,88,118,30,56.055,85%,71.52,376.00,376.00,6410,-627,0,2320,67
12/10/2016,10:57:07,38869.2,00:30:05,20.5,0,8171,106,236,130,56.055,85%,71.52,376.00,376.00,8171,-294,0,2322,67
12/10/2016,12:20:22,38889.7,00:12:42,3.7,0,1178,14,129,115,56.055,85%,71.52,376.00,376.00,1178,-187,0,2322,67
12/10/2016,12:36:42,38893.5,00:13:10,7.5,0,1926,27,114,87,56.055,85%,71.52,376.00,376.00,1926,-471,0,2322,67
12/10/2016,13:17:12,38900.9,00:17:00,6.8,0,2575,32,179,147,56.055,85%,71.52,376.00,376.00,2575,-323,0,2322,68
12/10/2016,19:45:55,38907.8,00:41:27,33.6,0,11911,156,229,73,56.055,85%,71.53,376.00,376.00,11911,-463,0,2323,68
12/11/2016,18:19:52,38941.3,00:30:10,13.7,0,5333,71,232,161,56.062,85%,71.53,376.00,376.00,5333,-306,0,2325,68
12/12/2016,6:27:48,38955.0,00:14:19,9.3,0,3354,45,228,183,56.062,85%,71.53,376.00,376.00,3354,-171,0,2327,68
12/12/2016,15:43:01,38964.3,00:15:32,9.9,0,3659,47,182,135,56.062,85%,71.53,376.00,376.00,3659,-285,0,2327,68
12/12/2016,18:29:44,38974.2,00:13:52,7.5,0,2781,35,235,200,56.062,85%,71.53,376.00,376.00,2781,-167,0,2328,68
12/12/2016,19:19:50,38981.7,00:12:42,6.8,0,2615,34,199,165,56.062,85%,71.55,376.00,376.00,2615,-248,0,2328,68
12/13/2016,6:21:21,38988.5,00:14:36,9.9,0,3201,43,231,188,56.068,85%,71.55,376.00,376.00,3201,-173,0,2330,68
12/13/2016,10:46:41,38998.5,00:14:08,9.9,0,3934,50,187,137,56.068,85%,71.55,376.00,376.00,3934,-210,0,2330,68
12/14/2016,6:21:49,39008.4,00:14:34,9.3,0,3137,42,224,182,56.068,85%,71.55,376.00,376.00,3137,-156,0,2332,68
12/14/2016,15:22:23,39017.7,00:14:10,9.9,0,4092,52,181,129,56.068,85%,71.55,376.00,376.00,4092,-274,0,2332,68
12/14/2016,16:41:18,39027.7,00:23:30,15.5,0,5103,64,170,106,56.068,85%,71.55,376.00,376.00,5103,-395,0,2333,68
12/14/2016,18:08:31,39043.2,00:11:05,5.6,0,2698,32,105,73,56.068,85%,71.55,376.00,376.00,2698,-153,0,2333,68
12/14/2016,18:27:18,39048.8,00:15:02,11.8,0,3838,51,72,21,56.068,85%,71.55,376.00,376.00,3838,-486,0,2333,68
12/15/2016,6:16:46,39060.6,00:13:46,9.3,0,2930,37,226,189,56.068,85%,71.55,376.00,376.00,2930,-250,0,2335,68
12/15/2016,15:34:28,39069.9,00:16:21,9.9,0,3685,47,188,141,56.068,85%,71.55,376.00,376.00,3685,-291,0,2335,68
12/15/2016,18:53:23,39092.9,00:12:27,7.5,0,2669,34,156,122,56.068,85%,71.58,376.00,376.00,2669,-113,0,2336,68
12/15/2016,19:29:38,39100.4,00:03:02,0.6,0,423,4,120,116,56.081,85%,71.60,376.00,376.00,423,-40,0,2336,68
12/15/2016,19:56:48,39101.0,00:33:15,12.4,0,3571,47,116,69,56.088,85%,71.64,376.00,376.00,3571,-580,0,2336,68
12/16/2016,6:19:18,39113.4,00:13:22,9.9,0,3285,44,228,184,56.101,85%,71.64,376.00,376.00,3285,-152,0,2338,68
12/16/2016,15:29:48,39123.4,00:15:29,9.9,0,4318,56,183,127,56.101,85%,71.64,376.00,376.00,4318,-264,0,2338,68
12/16/2016,16:19:38,39133.3,00:26:14,8.1,0,3869,50,147,97,56.101,85%,71.64,376.00,376.00,3869,-303,0,2339,68
12/16/2016,17:18:17,39141.4,00:15:26,7.5,0,3054,38,94,56,56.101,85%,71.64,376.00,376.00,3054,-173,0,2339,68
12/16/2016,17:41:25,39148.9,00:06:29,0.0,0,-2504,-33,85,118,56.101,85%,71.64,0.00,376.00,0,-2504,-2504,2339,69
12/16/2016,18:15:22,39153.8,00:32:41,18.6,0,4762,61,88,27,56.101,85%,71.64,376.00,376.00,4762,-929,0,2339,69
12/17/2016,10:55:50,39172.5,00:20:50,8.1,0,3496,45,227,182,56.101,85%,71.64,376.00,376.00,3496,-161,0,2341,69
12/17/2016,11:41:43,39180.5,00:14:14,7.5,0,2887,37,181,144,56.101,85%,71.64,376.00,376.00,2887,-260,0,2341,69
12/17/2016,12:48:35,39188.0,00:27:28,8.7,0,2273,28,161,133,56.101,85%,71.64,376.00,376.00,2273,-528,0,2342,69
12/17/2016,13:33:27,39196.7,00:16:22,7.5,0,2831,36,132,96,56.101,85%,71.64,376.00,376.00,2831,-378,0,2342,69
12/18/2016,9:59:42,39204.2,00:46:18,25.5,0,9364,122,221,99,56.101,85%,71.64,376.00,376.00,9364,-473,0,2345,69
12/18/2016,16:27:40,39230.3,00:39:43,25.5,0,8934,117,237,120,56.101,85%,71.67,376.00,370.78,8934,-502,0,2346,69
12/18/2016,19:58:26,39255.7,00:10:52,6.2,0,2380,31,230,199,56.114,85%,71.68,376.00,376.00,2380,-183,0,2347,69
12/18/2016,20:21:37,39261.9,00:11:12,6.2,0,1945,24,198,174,56.121,85%,71.75,376.00,376.00,1945,-290,0,2347,69
12/19/2016,6:23:53,39268.2,00:18:07,9.9,0,3113,42,230,188,56.147,85%,71.75,376.00,376.00,3113,-293,0,2349,69
12/19/2016,15:51:39,39278.1,00:21:15,12.4,0,4596,59,187,128,56.147,85%,71.75,376.00,376.00,4596,-451,0,2349,69
12/20/2016,6:27:16,39290.5,00:14:55,9.3,0,3020,39,226,187,56.147,85%,71.75,376.00,376.00,3020,-231,0,2351,69
12/20/2016,15:41:28,39303.0,00:09:54,6.8,0,2022,28,169,141,56.147,85%,71.75,376.00,376.00,2022,-269,0,2351,69
12/21/2016,6:28:56,39309.8,00:13:43,9.9,0,3360,44,227,183,56.147,85%,71.75,376.00,378.43,3360,-159,0,2353,69
12/21/2016,12:48:08,39319.7,00:13:24,9.3,0,3829,49,182,133,56.147,85%,71.75,376.00,376.00,3829,-291,0,2353,69
12/21/2016,14:03:41,39329.1,00:55:43,17.4,0,6469,85,171,86,56.147,85%,71.76,376.00,376.00,6469,-483,0,2354,69
12/21/2016,17:23:22,39346.5,00:53:41,21.7,0,6574,85,184,99,56.154,85%,71.96,376.00,376.00,6574,-460,0,2355,69
